Nombre,Código UTA 2020,Código UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia,Superficie en km²,Población,Densidad Poblacional hab/km²,Ruta raiz de servicos OWS,Capa,Filtros de la Capa
TALATY,1.8063E+14,1.8063E+14,-27.84396116,-57.75993711,CAA CATI,GENERAL PAZ,CORRIENTES,,,,,,
VILLANUEVA,1.8063E+14,1.8063E+14,-27.68941334,-57.83241749,CAA CATI,GENERAL PAZ,CORRIENTES,,,,,,
PASO FLORENTIN,1.8063E+14,1.8063E+14,-27.7421029,-57.7727097,CAA CATI,GENERAL PAZ,CORRIENTES,,,,,,
EL ZAPALLO,1.8063E+14,1.8063E+14,-27.82105547,-57.87531321,CAA CATI,GENERAL PAZ,CORRIENTES,,,,,,
NUESTRA SEÑORA DEL ROSARIO DE CAA CATI,1.8063E+14,1.8063E+14,-27.75199583,-57.62251362,CAA CATI,GENERAL PAZ,CORRIENTES,,,,,,
TRES LAGUNAS,3.40425E+14,3.40425E+14,-25.21536444,-58.51326949,TRES LAGUNAS,PILAGAS,FORMOSA,,,,,,
AGUA DE CASTILLA,6.6105E+14,6.6105E+14,-24.26374054,-66.38613129,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
SALAR DE POCITOS,6.6105E+14,6.6105E+14,-24.37168,-66.99264,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
ACAZOQUE,6.6105E+14,6.6105E+14,-24.27158165,-66.35137177,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
CHORRILLOS,6.6105E+14,6.6105E+14,-24.24565697,-66.39959717,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
EL RINCON,6.6105E+14,6.6105E+14,-24.01565552,-67.22781372,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
TOLAR CHICO,6.6105E+14,6.6105E+14,-24.98085213,-66.99628449,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
TORON,6.6105E+14,6.6105E+14,-24.94904709,-66.82647705,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
SAN ANTONIO DE LOS COBRES,6.6105E+14,6.6105E+14,-24.209931,-66.315436,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
OLACAPATO,6.6105E+14,6.6105E+14,-24.11977455,-66.7142594,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
CARACHI,6.6105E+14,6.6105E+14,-24.34625626,-66.35089874,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
CORRALITOS,6.6105E+14,6.6105E+14,-23.95703888,-66.28897095,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
CONDOR HUASI,6.6105E+14,6.6105E+14,-24.33969498,-66.22180176,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
SANTA ROSA DE LOS PASTOS GRANDES,6.6105E+14,6.6105E+14,-24.47810578,-66.67854007,SAN ANTONIO DE LOS COBRES,LOS ANDES,SALTA,,,,,,
SAN JERONIMO DEL SAUCE,8.20703E+14,8.20703E+14,-31.61121248,-61.14251807,SAN JERONIMO DEL SAUCE,LAS COLONIAS,SANTA FE,,,,,,
CAMPO LA VIGILANCIA,8.20703E+14,8.20703E+14,-31.5944812,-61.2252482,SAN JERONIMO DEL SAUCE,LAS COLONIAS,SANTA FE,,,,,,
PIEDRITAS,3.80636E+14,3.80636E+14,-24.29311317,-64.88122085,ROSARIO DE RIO GRANDE,SAN PEDRO,JUJUY,,,,,,
BELLA VISTA,3.80636E+14,3.80636E+14,-24.34148598,-64.92793274,ROSARIO DE RIO GRANDE,SAN PEDRO,JUJUY,,,,,,
DON EMILIO,3.80636E+14,3.80636E+14,-24.31546927,-64.90666634,ROSARIO DE RIO GRANDE,SAN PEDRO,JUJUY,,,,,,
PALOS BLANCOS,3.80636E+14,3.80636E+14,-24.32498014,-64.94893675,ROSARIO DE RIO GRANDE,SAN PEDRO,JUJUY,,,,,,
ROSARIO DE RIO GRANDE,3.80636E+14,3.80636E+14,-24.30690967,-64.93178134,ROSARIO DE RIO GRANDE,SAN PEDRO,JUJUY,,,,,,
LAS TUNAS,6.82608E+13,6.82608E+13,-36.0130646,-62.6706257,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
BERUTTI,6.82608E+13,6.82608E+13,-35.85803114,-62.5126329,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
NUEVA CASTILLA,6.82608E+13,6.82608E+13,-36.056231,-63.0962164,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
FRANCISCO DE VITORIA,6.82608E+13,6.82608E+13,-35.6285718,-62.705543,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
TRENQUE LAUQUEN,6.82608E+13,6.82608E+13,-35.97469516,-62.73230997,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
EL CORRENTINO,6.82608E+13,6.82608E+13,-36.17787165,-62.33549508,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
COLONIA MARTIN FIERRO,6.82608E+13,6.82608E+13,-35.7564589,-62.8130143,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
GIRODIAS,6.82608E+13,6.82608E+13,-36.3674518,-62.35696609,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LA MARIA,6.82608E+13,6.82608E+13,-36.1531444,-62.6874542,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
SAN EDUARDO,6.82608E+13,6.82608E+13,-36.21825069,-62.80376556,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LAS GUASQUITAS,6.82608E+13,6.82608E+13,-36.147017,-62.5318149,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
ELVIRA,6.82608E+13,6.82608E+13,-36.255097,-62.6699067,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
FRANCISCO MAGNANO,6.82608E+13,6.82608E+13,-35.6558591,-62.4971861,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
PRIMERA JUNTA,6.82608E+13,6.82608E+13,-35.9158419,-62.6370481,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
MAYA,6.82608E+13,6.82608E+13,-35.727098,-62.4864713,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
MARI LAUQUEN,6.82608E+13,6.82608E+13,-36.1303803,-62.9769481,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
COLONIA MANUEL 1°,6.82608E+13,6.82608E+13,-36.4325837,-62.6817288,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
CORAZZI,6.82608E+13,6.82608E+13,-36.20864105,-62.40026474,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
SAN PEDRO,6.82608E+13,6.82608E+13,-36.399333,-62.5978776,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LA ATALAYA,6.82608E+13,6.82608E+13,-35.9972982,-62.6048496,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
TRONGE,6.82608E+13,6.82608E+13,-36.46030924,-62.4871229,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
COLONIA EL MATE,6.82608E+13,6.82608E+13,-36.0383096,-62.8210281,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LERTORA,6.82608E+13,6.82608E+13,-35.9207243,-62.9809752,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
DUHAU,6.82608E+13,6.82608E+13,-36.10863495,-62.27248764,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LA ZANJA,6.82608E+13,6.82608E+13,-36.0521385,-62.8766738,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LA CANDELARIA,6.82608E+13,6.82608E+13,-36.1213524,-62.2183031,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
SANTA CATALINA,6.82608E+13,6.82608E+13,-35.79400635,-62.59650421,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LA CARRETA,6.82608E+13,6.82608E+13,-36.19648116,-62.22456414,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
30 DE AGOSTO,6.82608E+13,6.82608E+13,-36.27797201,-62.54530887,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
COLONIA SANTA ANA,6.82608E+13,6.82608E+13,-36.3445703,-62.4794991,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
LOS CHAÑARES,6.82608E+13,6.82608E+13,-35.9094299,-62.5398718,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES,,,,,,
VILLA CARLOS PAZ,1.40911E+14,1.40911E+14,-31.41823802,-64.49334481,VILLA CARLOS PAZ,PUNILLA,CÓRDOBA,,,,,,
SANTA CRUZ DEL LAGO,1.40911E+14,1.40911E+14,-31.41176435,-64.5043457,VILLA CARLOS PAZ,PUNILLA,CÓRDOBA,,,,,,
EL CAIN,6.20915E+14,6.20915E+14,-41.81828743,-68.07741524,EL CAIN,25 DE MAYO,RÍO NEGRO,,,,,,
EL PORTEZUELO,1.0112E+14,1.0112E+14,-28.48186804,-65.63513267,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
EL BAÑADO,1.0112E+14,1.0112E+14,-28.45943525,-65.71137172,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
ANTAPOCA,1.0112E+14,1.0112E+14,-28.51384818,-65.7619934,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
LOS ARBOLITOS,1.0112E+14,1.0112E+14,-28.66407967,-65.74259186,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
SAN ISIDRO,1.0112E+14,1.0112E+14,-28.45831097,-65.72675767,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
SANTA CRUZ,1.0112E+14,1.0112E+14,-28.49289466,-65.67444656,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
SANTA ROSA,1.0112E+14,1.0112E+14,-28.44780229,-65.7055329,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
AGUA COLORADA,1.0112E+14,1.0112E+14,-28.56060853,-65.78033709,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
POZO DEL MISTOL,1.0112E+14,1.0112E+14,-28.46897899,-65.71950473,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
LAS ESQUINAS,1.0112E+14,1.0112E+14,-28.71094,-65.76571,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
VILLA DOLORES,1.0112E+14,1.0112E+14,-28.44347392,-65.72153606,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
SUMALAO,1.0112E+14,1.0112E+14,-28.47464555,-65.743348,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
LAS TEJAS,1.0112E+14,1.0112E+14,-28.64688896,-65.78899355,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
POLCOS,1.0112E+14,1.0112E+14,-28.43338159,-65.72029734,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
HUAYCAMA,1.0112E+14,1.0112E+14,-28.53344836,-65.68212795,VALLE VIEJO,VALLE VIEJO,CATAMARCA,,,,,,
LUAN TORO,4.2098E+14,4.2098E+14,-36.20168188,-65.09727824,LUAN TORO,LOVENTUE,LA PAMPA,,,,,,
LAS TRES HERMANAS,7.8014E+14,7.8014E+14,-47.31357193,-67.24336243,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
LOS MONOS,7.8014E+14,7.8014E+14,-46.03464127,-69.57300568,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
ALMA GAUCHA,7.8014E+14,7.8014E+14,-47.88713837,-66.95114899,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
TEHUELCHES,7.8014E+14,7.8014E+14,-46.92809434,-67.48694773,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
TRES CERROS,7.8014E+14,7.8014E+14,-48.1379397,-67.6965871,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
LA LOBERIA,7.8014E+14,7.8014E+14,-46.11103188,-67.6303479,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
PAMPA ALTA,7.8014E+14,7.8014E+14,-47.57415772,-66.27250671,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
BAHIA LAURA,7.8014E+14,7.8014E+14,-48.39542389,-66.4786377,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
GOBERNADOR MOYANO,7.8014E+14,7.8014E+14,-47.77859497,-68.58122253,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
MINERALES,7.8014E+14,7.8014E+14,-46.84136963,-67.73318482,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
PIEDRA CLAVADA,7.8014E+14,7.8014E+14,-46.59480667,-68.50600433,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ,,,,,,
EL BRACHO,9.00148E+14,9.00148E+14,-26.99210192,-65.18124503,EL BRACHO Y EL CEVILAR,CRUZ ALTA,TUCUMÁN,,,,,,
EL CEVILAR,9.00148E+14,9.00148E+14,-26.99394,-65.15714,EL BRACHO Y EL CEVILAR,CRUZ ALTA,TUCUMÁN,,,,,,
EL DESIERTO,6.6056E+14,6.6056E+14,-22.60626221,-63.39431381,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
EL SAUZAL,6.6056E+14,6.6056E+14,-22.46858,-63.3971,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
TONONO,6.6056E+14,6.6056E+14,-22.47119752,-63.65398972,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
BARRIO EL MILAGRO,6.6056E+14,6.6056E+14,-22.54132491,-63.79278888,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
MISION CHERENTA,6.6056E+14,6.6056E+14,-22.51483563,-63.79361726,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
YACUY,6.6056E+14,6.6056E+14,-22.37657699,-63.76543049,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
YARIGUARENDA,6.6056E+14,6.6056E+14,-22.43424,-63.7839,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
SAN RAMON,6.6056E+14,6.6056E+14,-22.67624474,-63.16076279,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
TARTAGAL,6.6056E+14,6.6056E+14,-22.50986451,-63.7970473,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
TRES POZOS,6.6056E+14,6.6056E+14,-22.52077484,-63.60274887,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
PACARA,6.6056E+14,6.6056E+14,-22.44527234,-63.43543213,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
MISION KILOMETRO 6,6.6056E+14,6.6056E+14,-22.50602283,-63.73997219,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
BOBADAL,6.6056E+14,6.6056E+14,-22.51535,-63.35226,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
EL ESCONDIDO,6.6056E+14,6.6056E+14,-22.70286751,-63.50334168,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
MISION EL CRUCE,6.6056E+14,6.6056E+14,-22.54132491,-63.79278888,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
ZANJA HONDA,6.6056E+14,6.6056E+14,-22.46962,-63.78992,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
PALO BLANCO,6.6056E+14,6.6056E+14,-22.53770256,-63.71572876,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
TRANQUITAS,6.6056E+14,6.6056E+14,-22.40761742,-63.76813994,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA,,,,,,
VILLA RIO HONDO,8.61476E+14,8.61476E+14,-27.6348373,-64.82027999,VILLA RIO HONDO,RIO HONDO,SANTIAGO DEL ESTERO,,,,,,
DESPEÑADEROS,1.41471E+14,1.41471E+14,-31.81705159,-64.28898941,DESPEÑADEROS,SANTA MARÍA,CÓRDOBA,,,,,,
CORRAL QUEMADO,8.6056E+14,8.6056E+14,-25.9057,-63.70832,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
RUMI POZO,8.6056E+14,8.6056E+14,-25.68992,-63.76965,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SANTA ROSA,8.6056E+14,8.6056E+14,-25.976,-63.61629,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
URUTAU,8.6056E+14,8.6056E+14,-25.71237705,-63.04127532,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
ESTADOS UNIDOS,8.6056E+14,8.6056E+14,-25.71590996,-62.64868546,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
CABEZA DEL TORO,8.6056E+14,8.6056E+14,-26.16600037,-63.6322251,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL CEIBAL,8.6056E+14,8.6056E+14,-26.10662573,-63.70514598,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
VINAL POZO,8.6056E+14,8.6056E+14,-26.0976,-62.91018,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL PUESTO,8.6056E+14,8.6056E+14,-26.03981,-63.61539,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
RANCHILLOS,8.6056E+14,8.6056E+14,-25.77527485,-63.83715325,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
MANGA BAJADA,8.6056E+14,8.6056E+14,-26.01243611,-63.69746145,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LAVALLE,8.6056E+14,8.6056E+14,-25.93476486,-62.71073914,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SAN BERNARDO,8.6056E+14,8.6056E+14,-25.99201339,-63.21634483,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA ESPERANZA,8.6056E+14,8.6056E+14,-25.68389511,-62.79428864,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
CONSUELO,8.6056E+14,8.6056E+14,-25.79441258,-63.55169706,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
BELGRANO,8.6056E+14,8.6056E+14,-26.08219528,-63.38507462,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
MAILIN,8.6056E+14,8.6056E+14,-26.02908847,-63.41393019,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL MILAGRO,8.6056E+14,8.6056E+14,-25.70675659,-63.11240387,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LOTE 43,8.6056E+14,8.6056E+14,-26.16476991,-61.8153336,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
GUAYACAN POZO,8.6056E+14,8.6056E+14,-25.91323,-63.32574,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SAN JAVIER,8.6056E+14,8.6056E+14,-25.74261811,-62.77495822,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA VIRTUD,8.6056E+14,8.6056E+14,-26.12942,-63.40059,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA CANDELARIA,8.6056E+14,8.6056E+14,-25.88743109,-63.78066961,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL 60,8.6056E+14,8.6056E+14,-25.78522726,-62.75696334,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
VINAL SUNI,8.6056E+14,8.6056E+14,-26.06879728,-63.6784166,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
PUESTOS UNIDOS,8.6056E+14,8.6056E+14,-25.87233327,-63.57166677,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
TORO PAMPA,8.6056E+14,8.6056E+14,-25.76112175,-63.50756836,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA SALVACION,8.6056E+14,8.6056E+14,-25.65389,-62.33721,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
ITATI,8.6056E+14,8.6056E+14,-25.71170455,-63.20692388,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL RINCON,8.6056E+14,8.6056E+14,-25.66262,-62.55546,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
COLOMBIA,8.6056E+14,8.6056E+14,-25.65350475,-62.33839128,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LUJAN,8.6056E+14,8.6056E+14,-25.96134,-63.17917,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
NUEVA ESPERANZA,8.6056E+14,8.6056E+14,-26.03384558,-63.31800668,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA UNION,8.6056E+14,8.6056E+14,-25.68819237,-62.11559296,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
DOS ARBOLES,8.6056E+14,8.6056E+14,-25.77517,-63.64016,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
CRUZ BAJADA,8.6056E+14,8.6056E+14,-25.69299,-63.87235,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LOS TIGRES,8.6056E+14,8.6056E+14,-25.90949655,-62.59205542,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
BELGICA,8.6056E+14,8.6056E+14,-25.77778767,-62.53777319,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
TORO POZO,8.6056E+14,8.6056E+14,-25.81963,-63.7242,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LOS POCITOS,8.6056E+14,8.6056E+14,-25.75001301,-63.22962417,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LAS MALVINAS,8.6056E+14,8.6056E+14,-25.95086,-63.0455,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SAN ISIDRO,8.6056E+14,8.6056E+14,-25.84274188,-63.44499484,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA ARMONIA,8.6056E+14,8.6056E+14,-25.75136185,-62.54500961,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LA FIRMEZA,8.6056E+14,8.6056E+14,-25.9734496,-63.12133413,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SAN IGNACIO,8.6056E+14,8.6056E+14,-25.68972772,-62.93822534,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL PALMAR,8.6056E+14,8.6056E+14,-26.04102464,-62.9558838,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
IFIA,8.6056E+14,8.6056E+14,-25.86009184,-62.72105137,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL AEROLITO,8.6056E+14,8.6056E+14,-25.73918343,-62.16366196,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
BUENOS AIRES,8.6056E+14,8.6056E+14,-25.81851,-63.06335,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
RINCON DEL VALLE,8.6056E+14,8.6056E+14,-26.02316969,-62.82477618,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
BAHIA BLANCA,8.6056E+14,8.6056E+14,-25.72473145,-63.19212723,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
PAAJ POZO,8.6056E+14,8.6056E+14,-25.91119,-63.45274,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SANTO DOMINGO,8.6056E+14,8.6056E+14,-26.20217,-63.74994,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
CAMPO ALEGRE,8.6056E+14,8.6056E+14,-26.09548569,-63.03284836,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL TUNQUELEN,8.6056E+14,8.6056E+14,-25.76663755,-62.39642568,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
PUESTO CORDOBA,8.6056E+14,8.6056E+14,-25.92476307,-62.73925944,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SAN CRISTOBAL,8.6056E+14,8.6056E+14,-26.07115936,-63.28212357,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LOS MORTEROS,8.6056E+14,8.6056E+14,-25.94782619,-62.94014317,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
ISKOY POZO,8.6056E+14,8.6056E+14,-26.10768,-63.6411,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LOTE 40,8.6056E+14,8.6056E+14,-26.17939155,-61.96097805,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
SAN JOSE,8.6056E+14,8.6056E+14,-26.04666253,-63.11813217,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
TRES VARONES,8.6056E+14,8.6056E+14,-26.14241,-63.71614,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
EL CORRIDO,8.6056E+14,8.6056E+14,-26.18132019,-63.02514267,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LAS LOMAS,8.6056E+14,8.6056E+14,-25.81663914,-62.33553174,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
CALOJ POZO,8.6056E+14,8.6056E+14,-25.70824402,-63.58979406,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
PIRUAJ BAJO,8.6056E+14,8.6056E+14,-26.14367018,-63.56595014,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
LOS POZANCONES,8.6056E+14,8.6056E+14,-25.99963,-63.06103,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO,,,,,,
